City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Fairfield,US,41.2668,-73.3162,52.03,89,100,25.32,mist
347,Sao Felix Do Xingu,BR,-6.6447,-51.995,76.14,88,48,1.92,moderate rain
348,Kamenka,RU,51.3223,42.7678,56.61,94,100,15.84,overcast clouds
349,Snasa,NO,64.2457,12.3778,35.01,96,96,4.76,overcast clouds
350,Tiarei,PF,-17.5333,-149.3333,87.82,78,29,11.45,scattered clouds
351,Obihiro,JP,42.9172,143.2044,46.62,98,100,1.1,light rain
352,Pacifica,US,37.6138,-122.4869,79.07,77,75,18.41,broken clouds
353,Shache,CN,38.4167,77.2406,67.71,23,2,7.58,clear sky
354,Lata,PT,40.1629,-8.3327,62.08,86,78,5.91,broken clouds
355,Mahwa,IN,27.0471,76.9288,75.76,52,81,5.32,broken clouds
356,Khovu-Aksy,RU,51.1333,93.6,41.68,62,100,2.82,overcast clouds
357,Fairlie,GB,55.756,-4.8556,45.39,87,100,1.99,overcast clouds
358,Odweyne,SO,9.4092,45.064,76.55,54,9,6.91,clear sky
359,Pacific Grove,US,36.6177,-121.9166,71.82,79,40,9.22,scattered clouds
360,Balaipungut,ID,1.05,101.2833,75.06,98,100,0.27,overcast clouds
361,Kasempa,ZM,-13.4584,25.8338,58.96,62,94,1.92,overcast clouds
362,Tomigusuku,JP,26.185,127.675,72.14,94,75,13.8,broken clouds
363,Kendal,GB,54.3268,-2.7476,53.58,91,94,3.96,overcast clouds
364,Viedma,AR,-40.8135,-62.9967,70.47,33,31,7.43,scattered clouds
365,Jining,CN,35.405,116.5814,48.09,50,0,6.91,clear sky
366,Aksarka,RU,66.5606,67.7975,17.4,86,8,16.24,clear sky
367,Kindu,CD,-2.95,25.95,68.11,99,100,1.16,overcast clouds
368,Batagay-Alyta,RU,67.8006,130.4114,24.58,93,100,1.45,overcast clouds
369,Benjamin Constant,BR,-4.3831,-70.0311,87.93,66,20,4.61,thunderstorm
370,Gualeguay,AR,-33.1416,-59.3097,70.34,57,0,9.06,clear sky
371,Bagdarin,RU,54.4333,113.6,28.58,75,99,1.79,overcast clouds
372,Nouadhibou,MR,20.931,-17.0347,67.98,88,0,17.27,clear sky
373,Gejiu,CN,23.306,103.1635,51.53,90,73,2.53,broken clouds
374,Domoni,KM,-12.2569,44.5319,78.94,81,59,9.73,broken clouds
375,Boyuibe,BO,-20.4167,-63.2833,76.05,73,0,11.43,clear sky
376,La Union,PE,-5.4,-80.75,83.14,62,46,16.24,scattered clouds
377,Prince Rupert,CA,54.3161,-130.3201,64.49,40,0,20.71,clear sky
378,Ukiah,US,39.1502,-123.2078,88.43,27,0,4.61,clear sky
379,Huangnihe,CN,43.5583,128.0239,39.31,96,100,14.23,overcast clouds
380,Lakatoro,VU,-16.0999,167.4164,82.18,75,18,7.07,few clouds
381,Marica,BR,-22.9194,-42.8186,75.15,87,50,10.96,scattered clouds
382,Cao Bang,VN,22.6667,106.25,63.59,80,81,1.66,broken clouds
383,Atikokan,CA,48.7555,-91.6216,39.06,86,100,12.33,light rain
384,Bambous Virieux,MU,-20.3428,57.7575,73.22,94,20,3.44,few clouds
385,Surovatikha,RU,55.7652,43.8984,39.85,86,96,11.05,overcast clouds
386,Shieli,KZ,44.1667,66.75,70.74,14,1,7.43,clear sky
387,Cabano,PH,10.5869,122.7002,81.73,79,100,8.23,overcast clouds
388,Halifax,CA,44.6453,-63.5724,51.69,63,90,12.66,overcast clouds
389,Manggar,ID,-2.8833,108.2667,78.69,86,98,1.97,overcast clouds
390,Ballitoville,ZA,-29.539,31.2144,68.14,94,100,5.75,light rain
391,Pochutla,MX,15.7432,-96.4661,88.83,46,90,10.2,overcast clouds
392,Piranhas,BR,-16.4269,-51.8222,79.02,64,19,1.95,few clouds
393,Mae Hong Son,TH,19.3003,97.9685,73.38,59,34,1.03,scattered clouds
394,Meulaboh,ID,4.1363,96.1285,77.16,88,98,2.64,overcast clouds
395,Wajima,JP,37.4,136.9,57.63,93,100,18.52,light rain
396,Severo-Kurilsk,RU,50.6789,156.125,33.91,83,25,3.38,scattered clouds
397,Manaure,CO,11.7751,-72.4445,88.11,60,88,18.63,overcast clouds
398,College,US,64.8569,-147.8028,46.35,50,20,0.0,few clouds
399,Manjakandriana,MG,-18.9167,47.8,58.69,97,26,1.5,scattered clouds
400,Buenos Aires,AR,-34.6132,-58.3772,76.89,64,0,5.75,clear sky
401,Nanortalik,GL,60.1432,-45.2371,34.23,73,0,1.57,clear sky
402,Morehead,US,37.2711,-87.1764,67.78,76,75,3.44,broken clouds
403,Inhambane,MZ,-23.865,35.3833,71.46,83,0,3.36,clear sky
404,Ariyalur,IN,11.1333,79.0833,80.73,77,95,0.94,overcast clouds
405,Zhezkazgan,KZ,47.8043,67.7144,60.55,53,12,14.83,few clouds
406,Omboue,GA,-1.5746,9.2618,77.92,86,82,1.77,broken clouds
407,Nuevo Laredo,MX,27.4763,-99.5164,80.87,21,0,17.27,clear sky
408,Kavaratti,IN,10.5669,72.642,83.46,75,100,5.66,overcast clouds
409,Petukhovo,RU,55.0692,67.9019,40.1,40,66,5.03,broken clouds
410,Zinder,NE,13.8072,8.9881,85.84,10,40,9.66,scattered clouds
411,Lagoa,PT,39.05,-27.9833,62.2,88,100,31.14,overcast clouds
412,Sisimiut,GL,66.9395,-53.6735,34.16,76,18,4.14,few clouds
413,Narkanda,IN,31.2548,77.4613,39.34,89,100,4.45,overcast clouds
414,Leningradskiy,RU,69.3833,178.4167,7.11,90,72,5.44,broken clouds
415,Algiers,DZ,36.7525,3.042,68.77,62,97,8.3,overcast clouds
416,Berbera,SO,10.4396,45.0143,86.45,70,7,6.15,clear sky
417,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.36,84,64,7.61,broken clouds
418,Fort Nelson,CA,58.8053,-122.7002,66.94,25,75,8.05,broken clouds
419,Kisiwani,TZ,-4.1333,37.95,69.37,94,100,3.71,overcast clouds
420,Sampit,ID,-2.5333,112.95,73.53,98,99,0.94,overcast clouds
421,Varnamo,SE,57.186,14.04,42.49,64,0,12.44,clear sky
422,Chalmette,US,29.9427,-89.9634,69.78,84,100,14.97,heavy intensity rain
423,Linxia,CN,35.6003,103.2064,44.6,32,0,4.05,clear sky
424,Hendrina,ZA,-26.1588,29.7153,58.17,47,73,2.21,broken clouds
425,Dunedin,NZ,-45.8742,170.5036,55.8,81,99,2.28,overcast clouds
426,Tessalit,ML,20.1986,1.0114,89.15,8,61,0.83,broken clouds
427,Armeria,MX,18.9333,-103.9667,84.7,43,14,7.78,few clouds
428,Namtsy,RU,62.7161,129.6658,32.13,89,100,6.38,overcast clouds
429,Kuala Terengganu,MY,5.3302,103.1408,80.55,94,20,2.3,few clouds
430,Namatanai,PG,-3.6667,152.4333,82.83,76,65,6.44,broken clouds
431,Ambilobe,MG,-13.2,49.05,72.21,89,88,2.82,overcast clouds
432,Abakaliki,NG,6.3163,8.1169,77.49,87,37,5.86,light rain
433,Branca,PT,40.7665,-8.4826,62.26,93,49,5.84,scattered clouds
434,Kurilsk,RU,45.2333,147.8833,40.17,97,100,12.48,light rain
435,Yeghegnut,AM,40.0919,44.1602,59.09,83,74,0.45,light rain
436,Wau,SS,7.7029,27.9953,78.44,65,42,7.18,light rain
437,Baiyin,CN,36.5583,104.2081,47.55,18,2,1.23,clear sky
438,Ler,SS,8.3018,30.1418,77.14,74,97,5.73,overcast clouds
439,Kutum,SD,14.2,24.6667,75.9,13,33,13.51,scattered clouds
440,Visakhapatnam,IN,17.69,83.2093,81.93,76,98,5.64,overcast clouds
441,Farah,AF,32.5,62.5,72.36,28,96,3.42,overcast clouds
442,Kizema,RU,61.113,44.8302,34.65,92,92,7.07,overcast clouds
443,Graaff-Reinet,ZA,-32.2522,24.5308,46.92,75,0,5.86,clear sky
444,Tevaitoa,PF,-16.7833,-151.5,82.13,78,55,13.38,light rain
445,Porto Novo,BJ,6.4965,2.6036,75.02,88,100,7.07,light rain
446,Zatoka,UA,46.0725,30.4654,49.44,82,100,22.32,light rain
447,Baherden,TM,38.4362,57.4316,76.05,19,71,3.22,broken clouds
448,Loyga,RU,61.0784,44.6075,33.84,93,76,6.38,broken clouds
449,Ahuimanu,US,21.4447,-157.8378,83.91,72,100,14.97,light rain
450,Banyo,CM,6.75,11.8167,66.83,90,100,3.36,overcast clouds
451,Coquimbo,CL,-29.9533,-71.3436,65.93,77,20,11.5,few clouds
452,Bogorodskoye,RU,56.55,37.8833,38.62,71,6,3.38,clear sky
453,Roma,US,43.2128,-75.4557,50.95,74,100,16.11,overcast clouds
454,Yabrud,SY,33.9674,36.6574,42.1,64,7,4.47,clear sky
455,Oksfjord,NO,70.2396,22.3479,33.98,88,100,7.02,light snow
456,Mabaruma,GY,8.2,-59.7833,78.78,77,29,6.31,scattered clouds
457,Kiama,AU,-34.6833,150.8667,60.39,87,100,5.99,overcast clouds
458,Bulungu,CD,-4.55,18.6,69.46,95,100,1.9,overcast clouds
459,Puksoozero,RU,62.5903,40.6066,32.14,93,6,5.7,clear sky
460,Marystown,CA,47.1666,-55.1483,47.86,100,62,7.0,broken clouds
461,Grand-Lahou,CI,5.1367,-5.0242,80.6,85,65,7.99,broken clouds
462,Male,MV,4.1748,73.5089,82.35,89,75,5.75,thunderstorm
463,Nhulunbuy,AU,-12.2333,136.7667,79.41,83,75,5.75,broken clouds
464,Aldergrove,CA,49.058,-122.4709,81.12,43,75,6.91,broken clouds
465,Tshane,BW,-24.0196,21.8684,72.32,34,24,7.87,few clouds
466,Blairmore,CA,49.6,-114.4353,69.98,26,47,4.61,scattered clouds
467,Sampang,ID,-7.1872,113.2394,79.27,83,96,3.13,overcast clouds
468,Saint-Augustin,CA,51.226,-58.6502,46.92,50,91,5.23,overcast clouds
469,La Libertad,EC,-2.2333,-80.9,83.86,74,75,16.11,light rain
470,Nieuw Amsterdam,SR,5.8833,-55.0833,86.02,76,20,4.61,few clouds
471,Mbanza-Ngungu,CD,-5.25,14.8667,68.11,94,100,2.21,light rain
472,Kyabe,TD,9.4515,18.9449,85.42,41,100,2.84,overcast clouds
473,Waddan,LY,29.1614,16.139,71.78,27,2,11.74,clear sky
474,Sabratah,LY,32.7933,12.4885,73.94,41,65,9.53,broken clouds
475,Bilibino,RU,68.0546,166.4372,14.86,88,100,1.79,overcast clouds
476,Yara,CU,20.2753,-76.9533,86.74,54,76,1.74,light rain
477,Pathein,MM,16.7833,94.7333,80.69,76,94,7.9,overcast clouds
478,Ericeira,PT,38.9627,-9.4156,64.35,89,98,15.08,overcast clouds
479,Mitchell,US,43.7094,-98.0298,59.74,41,75,21.85,broken clouds
480,Tual,ID,-5.6667,132.75,82.15,77,98,11.27,overcast clouds
481,Pelotas,BR,-31.7719,-52.3425,71.62,73,0,6.91,clear sky
482,Richmond,US,37.5538,-77.4603,75.65,61,75,6.91,broken clouds
483,Kikwit,CD,-5.041,18.8162,69.84,96,99,2.44,light rain
484,Mercedes,AR,-34.6515,-59.4307,76.78,47,0,9.48,clear sky
485,Talas,TR,38.6908,35.5538,41.67,87,75,4.61,broken clouds
486,Buraydah,SA,26.326,43.975,75.65,18,0,6.58,clear sky
487,Caidian,CN,30.5833,114.0333,50.13,51,68,4.07,broken clouds
488,Mzimba,MW,-11.9,33.6,59.09,94,87,3.29,overcast clouds
489,Hong Gai,VN,20.956,107.0946,69.71,80,100,4.0,overcast clouds
490,Sola,VU,-13.8833,167.55,83.07,89,40,0.0,scattered clouds
491,Del Rio,US,29.3627,-100.8968,84.31,14,20,16.11,light rain
492,Rio Gallegos,AR,-51.6226,-69.2181,42.85,87,75,19.57,broken clouds
493,Port Hueneme,US,34.1478,-119.1951,83.79,79,100,12.66,haze
494,Quimper,FR,48.0,-4.1,55.96,94,0,3.44,clear sky
495,Hualmay,PE,-11.0964,-77.6139,76.46,76,47,11.72,scattered clouds
496,Kolobrzeg,PL,54.1757,15.5834,43.97,67,6,13.22,clear sky
497,Ati,TD,13.2154,18.3353,82.54,47,100,13.67,overcast clouds
498,Asau,RO,46.4333,26.4,40.28,79,17,3.74,few clouds
499,Mitu,CO,1.1983,-70.1733,78.62,87,98,1.5,overcast clouds
500,Bosaso,SO,11.2842,49.1816,85.98,66,92,2.55,overcast clouds
501,Liverpool,GB,53.4106,-2.9779,56.37,86,0,5.75,clear sky
502,Port Macquarie,AU,-31.4333,152.9167,63.9,74,80,4.36,broken clouds
503,Naryan-Mar,RU,67.6713,53.087,10.65,91,6,8.34,clear sky
504,Banagher,IE,53.1886,-7.9867,53.33,97,81,6.29,broken clouds
505,Melenki,RU,55.3343,41.6295,38.41,90,94,7.52,overcast clouds
506,Sehithwa,BW,-20.4667,22.7167,72.39,38,18,5.73,few clouds
507,Okhotsk,RU,59.3833,143.3,28.11,92,47,3.71,scattered clouds
508,Carutapera,BR,-1.195,-46.02,76.73,92,58,6.04,broken clouds
509,Richards Bay,ZA,-28.783,32.0377,71.17,87,86,10.65,light rain
510,El Viejo,NI,12.6633,-87.1672,89.82,55,40,6.91,scattered clouds
511,Athabasca,CA,54.7169,-113.2854,63.01,33,62,8.88,broken clouds
512,Laguna De Perlas,NI,12.3429,-83.6712,86.09,66,91,12.21,overcast clouds
513,Mahibadhoo,MV,3.7833,72.9667,82.2,76,100,1.14,light rain
514,Sterling,US,39.0062,-77.4286,68.81,73,75,5.01,broken clouds
515,Qasigiannguit,GL,68.8193,-51.1922,41.25,79,8,4.5,clear sky
516,Lewiston,US,44.1003,-70.2148,52.72,65,100,8.05,light rain
517,Gat,IL,31.61,34.7642,61.48,100,5,9.31,clear sky
518,Winona,US,43.9666,-91.7668,49.42,81,99,13.13,light rain
519,Dawlatabad,AF,36.4141,64.9053,72.37,20,15,3.27,few clouds
520,Bilma,NE,18.6853,12.9164,86.14,9,0,9.64,clear sky
521,Zyryanka,RU,65.75,150.85,27.41,83,100,1.39,overcast clouds
522,San Alberto,CO,7.7611,-73.3922,84.88,82,92,0.54,overcast clouds
523,Porto Santo,PT,33.072,-16.3415,68.38,88,40,9.22,scattered clouds
524,Tucumcari,US,35.1717,-103.725,77.94,16,0,3.91,clear sky
525,Gornyy,RU,55.1153,83.9059,29.82,73,12,5.53,few clouds
526,Temuco,CL,-38.7333,-72.6,56.97,80,97,6.24,overcast clouds
527,Swan River,CA,52.1058,-101.2676,48.09,66,94,19.57,light rain
528,Rapid City,US,44.0805,-103.231,65.46,28,0,26.46,clear sky
529,Nesbyen,NO,60.5681,9.1027,23.25,93,14,4.63,few clouds
530,Saint-Louis,SN,16.3333,-15.0,98.24,6,0,11.05,clear sky
531,Marawi,PH,7.9986,124.2928,70.38,93,100,1.21,light rain
532,Katobu,ID,-4.9408,122.5276,74.55,93,80,3.13,broken clouds
533,Los Llanos De Aridane,ES,28.6585,-17.9182,70.12,70,0,10.36,clear sky
534,Aygedzor,AM,38.9785,46.2079,57.83,65,100,1.43,light rain
535,Mocuba,MZ,-16.8392,36.9856,63.07,96,12,2.15,few clouds
536,Limenaria,GR,40.6261,24.5786,57.94,63,82,1.66,broken clouds
537,Vysokogornyy,RU,50.1167,139.15,33.26,43,100,8.48,overcast clouds
538,Kenai,US,60.5544,-151.2583,46.49,53,0,8.05,clear sky
539,Toamasina,MG,-18.1667,49.3833,70.61,89,8,8.01,clear sky
540,Madang,PG,-5.2246,145.7966,78.48,87,98,2.46,overcast clouds
541,Vredendal,ZA,-31.6683,18.5012,58.68,68,0,4.29,clear sky
542,Vila Franca Do Campo,PT,37.7167,-25.4333,64.81,90,46,13.85,light rain
543,Farrukhnagar,IN,17.0778,78.2011,73.11,75,79,5.14,broken clouds
544,Palmerston,AU,-12.486,130.9833,75.18,94,20,3.44,few clouds
545,Amudalavalasa,IN,18.4167,83.9,82.65,68,99,3.53,overcast clouds
546,Srostki,RU,52.4189,85.7022,43.5,71,100,4.56,overcast clouds
547,Westport,US,41.1415,-73.3579,53.46,90,100,25.32,moderate rain
548,Visby,SE,57.6409,18.296,43.83,70,28,12.66,scattered clouds
549,Christchurch,NZ,-43.5333,172.6333,44.8,100,100,2.3,fog
550,Pisco,PE,-13.7,-76.2167,75.25,73,0,18.41,clear sky
551,Poronaysk,RU,49.2167,143.1167,35.56,91,100,9.89,overcast clouds
552,Ossora,RU,59.2353,163.0719,25.47,60,15,1.68,few clouds
553,Tahoua,NE,14.8888,5.2692,89.58,51,0,9.22,clear sky
554,Rovaniemi,FI,66.5,25.7167,31.41,100,100,10.36,overcast clouds
555,Salym,RU,60.0625,71.4789,25.21,91,51,9.57,broken clouds
556,Fort Frances,CA,48.5999,-93.4003,46.62,56,100,17.27,overcast clouds
557,Antofagasta,CL,-23.65,-70.4,65.48,80,40,8.14,scattered clouds
558,Kazachinskoye,RU,57.6953,93.2761,28.81,74,99,9.8,overcast clouds
559,Salta,AR,-24.7859,-65.4117,77.59,81,0,11.5,clear sky
560,Aykhal,RU,66.0,111.5,30.29,98,100,23.94,snow
561,Sinnamary,GF,5.3833,-52.95,78.51,82,8,9.06,clear sky
562,Thinadhoo,MV,0.5333,72.9333,83.03,73,100,6.62,overcast clouds
563,Mayo,US,38.8876,-76.5119,70.09,81,75,10.0,broken clouds
564,Beringovskiy,RU,63.05,179.3167,12.25,86,97,16.96,overcast clouds
565,Sandakan,MY,5.8402,118.1179,80.28,89,20,3.44,few clouds
566,Boshnyakovo,RU,49.6333,142.1667,35.74,73,100,6.04,overcast clouds
567,Wuda,CN,39.4994,106.7117,50.95,18,0,6.76,clear sky
568,Egvekinot,RU,66.3167,-179.1667,6.1,79,76,10.22,broken clouds
569,Agadir,MA,30.4202,-9.5982,68.45,65,5,5.46,clear sky
570,Revelstoke,CA,50.9832,-118.2023,69.82,35,100,3.44,overcast clouds
571,Nyurba,RU,63.2842,118.3319,30.6,91,73,7.87,broken clouds
572,Tuatapere,NZ,-46.1333,167.6833,56.53,76,34,4.5,scattered clouds
573,Luan,CH,46.3592,6.9759,48.85,91,79,2.75,broken clouds
574,Artyom,AZ,40.4723,50.333,66.34,62,61,9.4,broken clouds
575,Springfield,US,37.2153,-93.2982,66.88,44,0,11.99,light rain
576,Sorland,NO,67.667,12.6934,39.06,69,100,11.1,overcast clouds
577,Lobito,AO,-12.3481,13.5456,78.22,85,100,4.88,overcast clouds
578,San Diego De La Union,MX,21.4667,-100.8667,78.17,18,15,14.45,few clouds
579,Yishui,CN,35.7847,118.6281,50.81,46,24,6.29,few clouds
580,Hobyo,SO,5.3505,48.5268,83.66,72,100,11.36,overcast clouds
581,Bulgan,MN,48.8125,103.5347,44.1,46,70,3.53,broken clouds
582,Cidreira,BR,-30.1811,-50.2056,69.8,77,0,16.17,clear sky
583,Rapar,IN,23.5667,70.6333,77.2,64,0,4.59,clear sky
584,Nara,JP,34.6851,135.8049,64.49,97,100,8.5,light rain
585,Barra Do Garcas,BR,-15.89,-52.2567,84.78,70,20,2.8,few clouds
586,Bilaspur,IN,22.0833,82.15,80.22,52,100,1.81,overcast clouds
587,Sterlibashevo,RU,53.4376,55.2578,54.14,65,0,4.45,clear sky
588,Vagur,FO,61.4732,-6.8119,36.72,56,100,8.39,overcast clouds
589,Cabra,ES,37.4725,-4.4421,62.46,67,56,2.62,broken clouds
590,Araouane,ML,18.9048,-3.5265,88.84,5,0,7.09,clear sky
591,Te Karaka,NZ,-38.4654,177.8679,61.39,92,100,4.34,overcast clouds
592,Leo,BF,11.1,-2.1,80.71,59,92,6.93,overcast clouds
593,Russellville,US,35.2784,-93.1338,68.18,60,100,8.05,overcast clouds
594,Karratha,AU,-20.7377,116.8463,72.14,29,98,14.54,overcast clouds
595,Cascais,PT,38.6979,-9.4215,64.26,85,100,21.0,overcast clouds
596,Muros,ES,42.7762,-9.0603,58.53,94,42,6.06,scattered clouds
597,Pafos,CY,34.7667,32.4167,55.18,71,75,6.91,broken clouds
598,Lakes Entrance,AU,-37.8811,147.981,53.89,73,100,1.88,overcast clouds
599,Ciudad Bolivar,VE,8.1222,-63.5497,93.97,33,91,4.56,overcast clouds
600,Gigmoto,PH,13.7796,124.39,79.97,86,88,4.68,overcast clouds
601,Buala,SB,-8.145,159.5921,83.66,76,30,8.93,light rain
602,Oktyabrskiy,RU,54.4815,53.471,54.88,66,2,3.44,clear sky
603,Palora,EC,-1.7,-77.9333,73.51,72,47,2.98,scattered clouds
604,Sinazongwe,ZM,-17.2614,27.4618,69.55,43,2,2.8,clear sky
605,Helena,US,46.5927,-112.0361,73.33,24,0,0.0,clear sky
606,Caravelas,BR,-17.7125,-39.2481,77.18,81,57,6.42,broken clouds
607,Arawa,PG,-6.2132,155.5367,83.93,74,81,3.2,broken clouds
608,Constitucion,CL,-35.3333,-72.4167,58.08,87,16,11.12,few clouds
609,Karatuzskoye,RU,53.6072,92.8667,44.02,71,100,4.18,overcast clouds
610,Ruwi,OM,23.5996,58.5507,80.29,47,0,5.44,clear sky
611,Sivaki,RU,52.6333,126.75,39.34,58,100,6.08,overcast clouds
612,Sinop,TR,41.7711,34.8709,39.4,88,31,7.36,scattered clouds
613,Nabire,ID,-3.3667,135.4833,77.94,90,93,2.1,light rain
614,Jiexiu,CN,37.0244,111.9125,52.27,30,1,7.05,clear sky
615,Puerto Ayacucho,VE,5.6639,-67.6236,81.37,81,100,1.63,overcast clouds
616,Kupang,ID,-10.1667,123.5833,72.18,100,20,3.44,few clouds
617,Zabid,YE,14.1951,43.3152,86.38,60,27,7.27,scattered clouds
618,Goderich,CA,43.7501,-81.7165,51.91,100,100,9.22,overcast clouds
619,Agadez,NE,19.75,10.25,84.76,13,0,5.86,clear sky
620,Apodi,BR,-5.6642,-37.7989,78.73,81,99,11.36,overcast clouds
621,Peace River,CA,56.2501,-117.286,70.11,21,75,6.91,broken clouds
622,Villazon,BO,-22.0866,-65.5942,63.41,13,0,5.93,clear sky
623,Newport,GB,51.5877,-2.9984,56.68,87,97,7.38,overcast clouds
624,Saint-Pierre,RE,-21.3393,55.4781,71.56,78,75,8.05,light rain
625,Salinopolis,BR,-0.6136,-47.3561,79.99,84,19,9.19,few clouds
626,Yeppoon,AU,-23.1333,150.7333,64.18,78,98,3.83,overcast clouds
627,Ixtapa,MX,20.7,-105.2,79.83,61,0,12.66,clear sky
628,Poway,US,32.9628,-117.0359,87.13,62,0,10.36,clear sky
629,Gorontalo,ID,0.5412,123.0595,76.39,94,97,2.48,overcast clouds
630,Port-Gentil,GA,-0.7193,8.7815,78.76,83,20,2.3,mist
631,Boffa,GN,10.1667,-14.0333,80.51,82,10,5.59,clear sky
632,Itapora,BR,-22.0799,-54.7874,70.11,86,12,6.73,few clouds
633,Warrnambool,AU,-38.3833,142.4833,47.34,76,10,8.16,clear sky
634,Hinton,CA,53.4001,-117.5857,69.21,37,98,4.7,overcast clouds
635,Saint-Raymond,CA,45.467,-73.6095,51.03,84,100,10.36,light rain
636,Colomi,BO,-17.35,-65.8667,77.02,80,47,6.4,scattered clouds
637,High Level,CA,58.5169,-117.136,66.31,20,75,14.97,broken clouds
638,Road Town,VG,18.4167,-64.6167,86.04,66,20,10.36,few clouds
639,Molteno,ZA,-31.3968,26.3625,45.48,77,0,5.88,clear sky
640,Yatou,CN,37.15,122.3833,50.09,79,20,7.09,few clouds
641,Sur,OM,22.5667,59.5289,80.71,67,2,5.55,clear sky
642,Remontnoye,RU,46.5614,43.6501,56.39,94,100,16.6,overcast clouds
643,Sheridan,US,44.8333,-106.9173,70.18,23,0,6.91,clear sky
644,Nome,US,64.5011,-165.4064,34.16,86,75,13.8,broken clouds
645,Honiara,SB,-9.4333,159.95,83.97,72,89,6.35,overcast clouds
646,Sioux Lookout,CA,50.1001,-91.917,39.27,81,100,8.05,overcast clouds
647,Rorvik,NO,64.8621,11.2373,37.51,81,40,10.36,scattered clouds
648,Cururupu,BR,-1.8283,-44.8683,74.95,97,34,3.4,scattered clouds
649,Jamame,SO,0.0722,42.7506,79.0,84,98,5.61,light rain
650,Alvaraes,BR,-3.2208,-64.8042,80.47,93,100,1.28,overcast clouds
651,Guozhen,CN,34.3659,107.359,53.76,41,0,4.16,clear sky
652,Odate,JP,40.2686,140.5683,57.54,99,100,3.78,moderate rain
653,Lodja,CD,-3.4833,23.4333,67.39,99,100,1.03,overcast clouds
654,Arroyo,ES,41.6096,-4.7969,59.14,80,0,9.22,clear sky
655,Safakulevo,RU,54.9901,62.5442,43.66,40,6,6.44,clear sky
656,Cabedelo,BR,-6.9811,-34.8339,83.07,82,5,9.48,clear sky
657,Bontang,ID,0.1333,117.5,78.62,84,100,1.88,overcast clouds
658,Kichmengskiy Gorodok,RU,59.9816,45.7854,37.29,90,100,9.48,overcast clouds
659,Xuddur,SO,4.1213,43.8894,76.37,77,96,8.39,light rain
660,Conde,BR,-7.2597,-34.9075,81.86,74,20,8.05,few clouds
661,Norsup,VU,-16.0667,167.3833,82.26,76,20,7.58,few clouds
662,Poya,NC,-21.35,165.15,75.11,67,100,3.76,overcast clouds
663,Juneau,US,58.3019,-134.4197,57.11,91,100,3.44,overcast clouds
664,Tabas,IR,33.5959,56.9244,74.57,39,97,1.3,light rain
665,Mikropolis,GR,41.1935,23.8157,52.29,90,89,0.74,overcast clouds
666,Avera,US,33.194,-82.5271,78.39,60,85,6.91,overcast clouds
667,Acarau,BR,-2.8856,-40.12,78.39,85,15,9.86,few clouds
668,Anzhero-Sudzhensk,RU,56.081,86.0285,28.13,77,5,6.2,clear sky
669,Ozernovskiy,RU,51.5,156.5167,31.87,95,100,4.14,overcast clouds
670,Ajaccio,FR,42.0,8.9167,55.45,82,0,2.3,clear sky
671,Vitim,RU,59.4511,112.5578,35.62,99,100,2.91,overcast clouds
672,Bose,IT,45.4612,8.0137,63.21,80,100,3.47,overcast clouds
673,Shurugwi,ZW,-19.6702,30.0059,53.47,37,0,2.24,clear sky
674,Taksimo,RU,56.3444,114.8794,35.96,65,94,1.14,overcast clouds
675,Quelimane,MZ,-17.8786,36.8883,73.35,88,0,3.44,clear sky
676,Kawalu,ID,-7.3817,108.2082,72.32,96,100,1.54,overcast clouds
677,Nizwa,OM,22.9333,57.5333,77.2,39,0,0.38,clear sky
678,Seoul,KR,37.5683,126.9778,49.44,87,20,4.61,few clouds
679,Chingirlau,KZ,51.095,54.0814,59.68,62,3,8.84,clear sky
680,Abay,KZ,49.6311,72.8539,41.38,55,70,15.5,broken clouds
681,Bowen,AU,-20.0167,148.2333,73.31,77,100,4.23,overcast clouds
682,Apache Junction,US,33.4151,-111.5496,98.44,7,0,7.0,clear sky
683,Camapua,BR,-19.5314,-54.0439,73.78,76,0,1.28,clear sky
684,Andenes,NO,69.3143,16.1194,32.94,93,100,3.44,light rain
685,Santa Maria,BR,-29.6842,-53.8069,74.5,69,0,5.75,clear sky
686,Oxbow,CA,49.2333,-102.1676,53.64,33,39,20.13,scattered clouds
687,Adwa,ET,14.1646,38.8955,68.83,57,92,6.76,overcast clouds
688,Ishigaki,JP,24.3448,124.1572,71.73,94,100,16.11,light rain
689,Ayr,GB,55.4627,-4.6339,45.32,90,100,9.46,overcast clouds
690,Lumeje,AO,-11.55,20.7833,63.05,61,45,3.02,scattered clouds
691,Olga,RU,43.7444,135.2892,37.8,96,100,8.61,overcast clouds
692,Ciomas,ID,-7.1527,108.2879,67.77,96,100,1.21,overcast clouds
693,Coahuayana,MX,18.7333,-103.6833,87.19,38,39,7.76,scattered clouds
694,Hambantota,LK,6.1241,81.1185,75.54,100,20,2.3,few clouds
695,Shaunavon,CA,49.6501,-108.4181,58.78,27,40,8.1,scattered clouds
696,Barranca De Upia,CO,4.5696,-72.9668,77.31,88,100,2.26,overcast clouds
697,Port Hawkesbury,CA,45.6169,-61.3485,46.9,70,0,10.36,clear sky
698,Morgan City,US,29.6994,-91.2068,69.01,82,100,19.57,overcast clouds
